fam_ID__	seq_ct	present	below	equal	above	glyma	phavu	vigan	vigra	vigun	cajca	medtr	cicar	tripr	lotja	lupan	aradu	araip	arahy
L_SYDR4B	16	12	12	1	1	2	1	1	1	1	1	1	1	1	1	4	0	0	1	
L_SYFQ47	12	8	12	1	1	1	0	0	0	0	0	2	1	1	1	4	0	1	1	
L_SYGJ7Z	11	10	13	1	0	2	1	1	1	1	0	1	0	1	1	1	0	0	1	
L_SYHXLH	12	11	13	1	0	1	1	1	0	1	1	1	1	1	1	2	1	0	0	
L_SYNWNR	13	11	12	2	0	2	1	1	1	1	1	1	1	1	2	1	0	0	0	
L_SYQ0KR	13	11	12	2	0	2	1	1	1	1	1	1	1	1	2	1	0	0	0	
L_SYSS59	14	9	10	3	1	2	1	1	0	1	1	3	1	0	2	2	0	0	0	
L_SYXY1R	15	14	13	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
L_SYY9GV	11	10	13	1	0	2	1	1	0	1	1	1	1	1	1	1	0	0	0	
L_SZ14PF	12	11	13	1	0	1	0	1	1	1	1	1	1	1	1	2	1	0	0	
L_SZ2VFJ	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_SZ4K64	13	12	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	1	
L_SZ4XC6	12	8	11	2	1	0	0	0	0	1	1	1	0	1	0	2	1	2	3	
L_SZ7YC0	11	10	13	1	0	2	1	1	1	1	1	1	1	0	1	1	0	0	0	
L_SZ9N01	13	11	13	0	1	1	1	3	1	1	1	1	1	1	1	1	0	0	0	
L_SZ9QR6	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	1	0	1	2	
L_SZDQSR	11	10	13	1	0	2	1	1	0	1	1	1	1	1	1	1	0	0	0	
L_SZDVHC	15	13	12	2	0	2	1	1	1	1	1	1	0	1	1	1	1	1	2	
L_SZFPZJ	16	11	11	1	2	3	1	1	1	1	1	0	0	0	1	3	1	1	2	
L_SZFY64	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_SZGJGV	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_SZHDWQ	12	9	11	3	0	2	1	1	0	1	1	2	1	0	1	2	0	0	0	
L_SZK0NT	12	8	11	2	1	2	1	1	1	0	0	0	0	1	1	0	2	3	0	
L_SZPP7N	16	12	10	4	0	2	1	1	1	1	1	1	1	1	2	2	0	0	2	
L_SZR91L	12	9	11	3	0	2	1	1	0	1	0	1	1	1	2	0	0	0	2	
L_SZRD9F	12	10	12	2	0	2	1	0	1	1	1	1	1	1	1	2	0	0	0	
L_SZT4CL	11	10	13	1	0	1	1	0	1	1	1	1	2	1	1	1	0	0	0	
L_SZVNLR	16	13	11	3	0	1	1	1	1	1	2	1	0	1	2	1	1	1	2	
L_SZVQWZ	16	12	11	2	1	2	1	1	1	1	1	1	1	0	0	3	1	1	2	
L_SZYZRD	12	10	12	2	0	2	1	1	1	1	1	1	1	1	0	2	0	0	0	
L_T038Y0	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_T03NNB	11	9	12	2	0	2	1	1	1	1	1	1	0	1	0	2	0	0	0	
L_T046G7	12	10	12	2	0	2	1	1	0	1	1	1	1	1	1	2	0	0	0	
L_T0899W	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_T0C2LF	11	9	12	2	0	2	1	1	1	1	1	2	0	1	1	0	0	0	0	
L_T0CBW5	16	13	12	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	0	
L_T0CX40	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_T0DGWY	15	9	9	4	1	3	2	1	1	2	2	2	0	1	1	0	0	0	0	
L_T0GS4S	14	12	12	2	0	2	1	1	1	1	1	0	0	1	1	1	1	1	2	
L_T0HDX3	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T0HQCF	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	0	1	0	0	
L_T0K0SF	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T0KQRD	12	9	11	3	0	2	1	1	1	1	1	0	0	0	2	2	0	0	1	
L_T0LB91	12	11	13	1	0	1	1	1	1	1	1	1	1	1	1	2	0	0	0	
L_T0MFBZ	11	10	13	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	2	
L_T0N6RB	13	8	11	2	1	2	0	1	1	1	2	1	0	1	0	0	0	0	4	
L_T0NDH2	16	10	9	4	1	2	1	1	1	1	1	0	0	0	0	2	2	2	3	
L_T0NDLB	12	9	12	1	1	1	1	1	1	1	1	3	2	0	0	1	0	0	0	
L_T0NYZ2	16	10	9	4	1	3	2	2	2	2	1	1	0	1	1	1	0	0	0	
L_T0PB4L	12	11	13	1	0	1	1	1	1	1	1	1	1	1	1	2	0	0	0	
L_T0Q5PM	13	7	10	3	1	0	0	1	1	0	2	0	0	2	2	1	0	0	4	
L_T0RBYZ	13	9	13	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	5	
L_T0RFY1	7	6	13	1	0	0	0	0	1	0	0	2	0	0	0	1	1	1	1	
L_T0RYP2	13	5	11	0	3	0	0	0	0	0	1	1	0	0	0	0	3	3	5	
L_T0T5YV	15	11	10	4	0	1	1	2	2	2	0	1	1	1	0	0	1	1	2	
L_T0T9BD	13	4	10	1	3	0	0	0	0	4	4	3	0	2	0	0	0	0	0	
L_T0TSHL	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	9	
L_T0X96X	14	7	11	0	3	0	0	0	1	0	1	3	1	0	0	0	1	3	4	
L_T0XQJ7	14	5	10	2	2	0	1	0	0	0	0	2	0	6	0	0	0	2	3	
L_T0Y0SN	15	6	10	2	2	0	0	1	3	0	1	0	0	0	0	0	2	6	2	
L_T10N45	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	6	5	
L_T146Z3	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	5	6	4	
L_T161CQ	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	6	3	6	
L_T161R6	15	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	5	8	
L_T1DHJT	14	4	10	0	4	0	0	0	0	0	0	3	0	0	3	0	5	3	0	
L_T1KM5T	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	8	
L_T1L9W1	12	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	3	7	
L_T1M6GH	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	8	
L_T1NRB4	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	4	7	
L_T1PJ40	15	3	12	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4	10	
L_T1T2WH	15	4	11	0	3	0	0	0	0	0	0	3	0	6	5	0	0	0	1	
L_T1VY89	15	4	11	1	2	0	0	0	0	0	0	0	0	1	0	0	4	2	8	
L_T1W34Q	15	4	10	2	2	0	0	0	0	0	0	0	8	0	0	0	2	2	3	
L_T1W9XB	14	6	10	3	1	0	0	1	0	0	0	1	0	0	2	0	2	2	6	
L_T1X2DF	15	10	9	5	0	1	2	1	0	1	0	2	2	2	1	2	1	0	0	
L_T1YDPZ	15	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	3	5	7	
L_T20XZJ	15	13	12	2	0	2	1	1	1	1	0	1	1	1	1	1	1	1	2	
L_T214QK	15	6	10	1	3	3	3	2	0	1	1	5	0	0	0	0	0	0	0	
L_T25QNK	15	3	12	0	2	0	0	0	0	0	0	0	0	6	0	0	0	1	8	
L_T26225	15	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	5	8	
L_T26Y5M	15	9	10	2	2	1	1	0	2	0	0	3	0	1	1	0	2	1	3	
L_T29PTN	15	5	12	0	2	0	0	0	0	0	0	1	0	1	0	0	1	5	7	
L_T2G04W	15	14	13	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_T2G50L	15	13	12	2	0	1	1	1	1	1	0	1	1	1	2	1	1	1	2	
L_T2J8WY	15	7	13	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	9	
L_T2MMV5	15	9	10	2	2	2	3	2	0	3	1	1	0	1	1	1	0	0	0	
L_T2NHR0	15	7	10	2	2	0	0	3	1	0	0	1	0	2	0	0	2	1	5	
L_T2P6S8	15	5	11	0	3	5	0	0	0	0	3	1	0	1	5	0	0	0	0	
L_T2P8WM	15	11	11	2	1	2	1	1	1	1	1	1	1	2	1	3	0	0	0	
L_T2PX7P	15	6	12	1	1	1	0	0	0	2	0	0	0	0	0	1	9	1	1	
L_T2ZZ9K	15	4	11	1	2	0	0	1	0	0	0	0	0	0	0	0	5	2	7	
L_T30TPL	15	6	10	2	2	0	1	0	0	0	0	4	0	0	2	0	2	1	5	
L_T32TRC	15	9	11	1	2	3	1	0	0	1	0	4	1	1	0	1	1	0	2	
L_T37598	15	13	12	2	0	2	1	1	1	1	1	1	0	1	1	1	1	1	2	
L_T3BKN7	15	6	10	2	2	2	4	1	0	2	0	5	0	1	0	0	0	0	0	
L_T3BW55	12	5	12	0	2	1	0	0	0	4	0	0	0	0	1	0	1	0	5	
L_T3FC4W	15	6	11	1	2	0	0	1	0	0	0	1	6	0	0	0	1	2	4	
L_T3H8XG	15	12	11	3	0	2	1	1	1	1	1	2	0	1	1	0	1	1	2	
L_T3HHDL	14	3	11	1	2	0	0	0	0	0	0	0	0	0	0	0	2	6	6	
L_T3K6FR	14	13	13	1	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	
L_T3M5GT	14	8	10	3	1	4	2	1	0	2	1	1	0	2	0	0	1	0	0	
L_T3MHD2	15	4	11	0	3	6	3	0	1	5	0	0	0	0	0	0	0	0	0	
L_T3NG0N	14	7	9	4	1	4	1	2	0	2	0	1	0	2	0	0	0	0	2	
L_T3NGHK	15	1	13	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	
L_T3Q06L	14	5	10	2	2	4	5	2	0	2	0	0	0	1	0	0	0	0	0	
L_T3RKPT	14	8	10	3	1	0	0	0	0	0	0	1	1	1	1	2	2	2	4	
L_T3SVM3	15	2	12	0	2	0	0	0	0	0	0	7	0	8	0	0	0	0	0	
L_T3VBYM	12	7	12	0	2	1	1	0	0	4	1	0	0	1	0	0	3	0	1	
L_T3ZR7S	13	9	10	4	0	0	1	1	2	0	0	2	1	0	2	0	1	1	2	
L_T3ZSZ2	15	9	12	1	1	1	1	0	1	1	0	6	1	2	1	1	0	0	0	
L_T3ZZSF	13	12	13	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	2	
L_T4078W	13	11	12	2	0	2	1	0	0	1	1	2	1	1	0	1	1	1	1	
L_T42CTL	15	7	11	1	2	1	1	0	0	1	2	1	0	5	4	0	0	0	0	
L_T45D87	9	3	12	0	2	0	0	0	0	0	0	5	1	3	0	0	0	0	0	
L_T46D68	13	3	11	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	6	
L_T4F86P	12	7	11	1	2	2	0	0	1	1	0	3	0	3	1	0	0	1	0	
L_T4L5SQ	15	13	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_T4MMMB	15	10	9	5	0	2	2	1	0	2	2	0	0	1	1	1	1	0	2	
L_T4MW19	14	10	11	2	1	1	0	0	0	0	1	3	1	1	1	2	1	1	2	
L_T4NWGY	10	8	12	2	0	0	0	0	0	0	0	1	1	1	1	2	1	1	2	
L_T4PJ65	11	10	13	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	2	
L_T4QGVS	10	5	12	0	2	0	0	0	0	0	0	4	1	3	1	1	0	0	0	
L_T4RRHS	15	3	12	1	1	1	2	0	0	12	0	0	0	0	0	0	0	0	0	
L_T4TSJL	15	2	12	0	2	0	0	0	0	0	0	12	0	3	0	0	0	0	0	
L_T4YVMC	9	7	12	2	0	0	0	0	0	0	0	1	1	1	2	0	1	1	2	
L_T4Z7VH	14	9	11	2	1	1	0	1	0	0	1	1	2	1	1	2	0	0	4	
L_T539WD	14	10	12	0	2	1	1	0	1	1	1	1	1	1	3	3	0	0	0	
L_T594MY	15	8	8	5	1	2	0	2	1	2	2	3	0	1	2	0	0	0	0	
L_T5DFBM	11	10	13	1	0	2	1	1	0	1	1	1	1	1	1	1	0	0	0	
L_T5KWCN	14	8	10	2	2	1	1	1	0	3	0	3	0	0	0	0	1	2	2	
L_T5LW1W	14	10	11	2	1	1	1	2	0	0	1	1	1	1	2	3	1	0	0	
L_T5MX00	15	9	10	3	1	2	1	1	1	1	1	0	0	0	0	0	2	2	4	
L_T5P7GX	14	8	9	4	1	0	0	0	0	0	0	2	2	2	1	3	1	1	2	
L_T5QQ49	14	6	10	1	3	3	0	0	0	0	3	2	4	1	0	1	0	0	0	
L_T5S2LM	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T5WS9H	13	11	12	2	0	2	1	2	1	1	1	1	1	1	1	1	0	0	0	
L_T5YCTF	11	10	13	1	0	2	1	0	1	1	1	1	0	1	1	0	1	0	1	
L_T5YQ8N	15	12	11	3	0	2	1	0	1	1	1	2	1	1	1	2	0	1	1	
L_T5Z33R	15	5	10	2	2	0	1	0	0	2	0	6	2	4	0	0	0	0	0	
L_T5ZN15	11	7	11	2	1	0	0	0	0	0	1	2	1	3	1	2	1	0	0	
L_T62CJW	13	10	12	1	1	1	1	1	0	1	1	1	1	1	2	3	0	0	0	
L_T65BRF	13	12	13	1	0	2	1	1	1	1	1	1	1	1	1	0	1	1	0	
L_T65CQJ	15	13	12	2	0	1	1	1	1	1	1	1	1	1	2	0	1	1	2	
L_T6BYQZ	13	10	13	0	1	4	1	1	1	1	0	0	1	1	1	0	0	1	1	
L_T6DFP1	13	3	13	0	1	1	0	0	0	1	0	11	0	0	0	0	0	0	0	
L_T6F95C	15	13	12	2	0	2	1	1	1	1	1	1	1	0	1	1	1	1	2	
L_T6LDJX	14	11	12	1	1	2	1	1	1	1	1	1	1	1	1	3	0	0	0	
L_T6MF01	15	12	11	3	0	2	1	1	1	1	0	0	1	1	1	2	1	1	2	
L_T6MFJW	15	12	11	3	0	2	0	1	2	1	1	1	1	1	0	1	1	1	2	
L_T6MMM6	11	10	13	1	0	2	1	1	0	1	1	1	0	1	1	1	1	0	0	
L_T6N5SQ	15	11	11	2	1	1	1	1	1	1	2	1	1	3	2	1	0	0	0	
L_T6RKT9	14	12	12	2	0	2	1	1	1	1	1	1	1	1	1	2	0	0	1	
L_T6W2GQ	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T6Y63M	15	13	12	2	0	2	1	1	1	1	1	1	0	1	1	1	1	1	2	
L_T6ZSSJ	15	13	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_T734KG	12	10	12	2	0	2	1	0	0	1	1	1	1	0	1	2	1	1	0	
L_T75QL6	10	4	12	1	1	0	0	1	0	0	6	2	0	1	0	0	0	0	0	
L_T76YPS	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	0	1	1	2	
L_T78CW2	13	9	11	2	1	0	0	0	0	0	1	1	1	1	2	3	1	1	2	
L_T78K2K	15	12	11	3	0	2	1	1	1	1	1	1	0	1	2	1	0	1	2	
L_T78SLL	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T7B724	12	10	12	2	0	2	1	1	1	1	1	1	1	1	0	2	0	0	0	
L_T7BKJ5	14	9	11	2	1	4	2	1	1	1	2	1	0	1	1	0	0	0	0	
L_T7D8C9	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	1	0	
L_T7DJ57	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_T7DN1K	15	6	9	2	3	3	3	2	0	4	2	0	0	0	0	1	0	0	0	
L_T7F3RL	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T7F9DG	15	7	10	1	3	1	4	3	0	1	0	1	2	3	0	0	0	0	0	
L_T7G4L1	14	13	13	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	2	
L_T7GG78	13	11	12	2	0	2	1	1	0	1	1	1	1	1	0	0	1	1	2	
L_T7GGGG	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	0	1	1	2	
L_T7GLP7	15	13	12	2	0	2	1	1	1	1	1	1	0	1	1	1	1	1	2	
L_T7GM2Y	13	12	13	1	0	2	1	0	1	1	1	1	1	1	1	1	1	1	0	
L_T7GN4S	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	0	1	1	2	
L_T7JBRX	15	13	12	2	0	2	1	1	1	1	1	1	1	0	1	1	1	1	2	
L_T7KDRJ	15	12	11	3	0	2	1	1	0	1	1	1	0	1	2	1	1	1	2	
L_T7KP88	13	9	10	4	0	0	1	1	2	2	2	0	0	0	0	1	1	1	2	
L_T7KVLN	13	11	12	2	0	2	1	0	1	1	1	1	1	1	0	0	1	1	2	
L_T7N0W3	12	10	12	2	0	2	1	1	1	1	1	0	0	0	1	0	1	1	2	
L_T7RKD8	10	10	14	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	
L_T7STCS	14	12	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	0	2	
L_T81GF8	11	11	14	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	
L_T82P34	11	7	11	2	1	0	0	0	0	0	0	2	1	3	1	1	1	0	2	
L_T83GHM	12	11	13	1	0	2	1	1	1	1	1	1	1	1	0	1	0	1	0	
L_T87HQR	11	11	14	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	
L_T8CTXZ	11	10	13	1	0	1	1	1	1	1	2	1	1	1	0	1	0	0	0	
L_T8D8SZ	15	13	12	2	0	2	1	1	1	1	1	1	2	1	1	1	0	1	1	
L_T8F003	11	9	12	2	0	2	1	1	1	1	1	1	0	0	1	2	0	0	0	
L_T8GGBP	12	10	13	0	1	3	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_T8HJFC	12	10	12	2	0	2	1	1	0	1	1	1	1	1	2	1	0	0	0	
L_T8JH28	13	12	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	1	
L_T8M4XR	11	8	11	3	0	2	1	1	0	1	0	1	0	2	1	2	0	0	0	
L_T8T0L5	14	10	11	2	1	2	1	1	1	1	0	0	0	0	1	1	2	1	3	
L_T8TM8S	12	10	12	2	0	1	1	1	0	1	1	2	0	1	0	0	1	1	2	
L_T8TZ1C	10	7	11	3	0	0	0	0	0	0	0	2	1	1	0	2	1	1	2	
L_T8VX26	15	10	11	1	2	3	1	1	1	1	1	0	0	0	2	0	1	1	3	
L_T90858	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	0	1	1	2	
L_T91P4W	15	13	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_T92FKK	15	13	12	2	0	1	1	1	1	1	2	1	1	1	0	1	1	1	2	
L_T92L3Y	12	11	13	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	2	
L_T93394	12	10	12	2	0	2	1	0	0	1	1	1	1	1	0	0	1	1	2	
L_T94FY7	14	13	13	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	2	
L_T94XCW	13	11	12	2	0	2	1	1	0	1	1	1	1	0	2	1	1	0	1	
L_T95Y86	11	9	12	2	0	2	1	1	0	1	1	1	0	2	1	0	1	0	0	
L_T97RSX	12	12	14	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	
L_T98F1W	12	11	13	1	0	1	0	1	1	1	2	1	1	1	0	1	0	1	1	
L_T98K0T	14	10	11	2	1	3	0	1	0	1	1	1	0	1	1	2	0	1	2	
L_T98Q1W	12	8	12	1	1	2	1	1	0	1	1	1	1	0	4	0	0	0	0	
L_T99F1N	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T99X3N	11	9	12	2	0	2	1	1	1	1	1	2	0	1	1	0	0	0	0	
L_T9D37J	11	9	12	2	0	2	1	1	1	1	1	1	0	1	2	0	0	0	0	
L_T9GWT6	10	7	13	0	1	4	1	1	1	1	1	0	0	0	1	0	0	0	0	
L_T9J193	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_T9LQ74	13	10	12	1	1	3	1	1	1	1	1	2	1	1	1	0	0	0	0	
L_T9LX1J	11	10	13	1	0	1	1	1	1	1	1	1	1	1	2	0	0	0	0	
L_T9MYGN	10	10	14	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	
L_T9PXW0	14	12	12	2	0	2	1	1	1	1	1	1	1	1	2	0	1	0	1	
L_T9PZQ7	14	10	11	2	1	2	1	1	0	1	1	2	1	1	1	3	0	0	0	
L_T9Q32B	14	12	12	2	0	2	1	1	1	1	1	1	1	1	1	1	0	0	2	
L_T9RLGS	15	8	9	4	1	4	2	1	0	2	2	1	0	0	1	2	0	0	0	
L_T9T81L	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_T9T9VW	14	5	9	2	3	0	0	0	0	4	0	0	0	2	0	0	3	2	3	
L_T9TQJC	13	7	11	2	1	1	0	0	0	2	1	0	0	1	0	0	5	1	2	
L_T9WYYJ	14	13	13	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_T9XN6W	12	10	12	2	0	2	1	1	1	1	0	0	1	0	1	0	1	1	2	
L_T9YLNL	10	10	14	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	
L_T9YVZ0	12	11	13	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	2	
L_T9Z3YM	11	10	13	1	0	1	0	0	0	0	1	1	1	1	2	1	1	1	1	
L_T9ZXLG	12	11	13	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	2	
L_TB0GXW	13	11	12	2	0	2	1	1	1	1	1	0	0	0	1	1	1	1	2	
L_TB14DJ	14	13	13	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	
L_TB305X	11	10	13	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	2	
L_TB30Y5	13	12	13	1	0	1	2	1	1	1	1	1	0	1	0	1	1	1	1	
L_TB3ZV5	12	12	14	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	
L_TB4G83	11	10	13	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	2	
L_TB50M9	13	11	12	2	0	2	1	1	0	1	1	1	0	1	1	0	1	1	2	
L_TB692L	12	11	13	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	2	
L_TB8FMM	13	12	13	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	2	
L_TBB42Z	10	10	14	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	
L_TBC6J7	11	10	13	1	0	2	1	0	0	1	1	1	1	1	0	1	1	1	0	
L_TBGFHT	12	9	11	3	0	2	1	1	1	1	1	0	0	0	0	2	1	0	2	
L_TBJNVV	13	11	12	2	0	2	1	1	1	1	1	1	1	0	0	0	1	1	2	
L_TBKJ8W	10	10	14	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
L_TBKR78	15	8	9	4	1	1	2	0	1	2	2	4	0	1	2	0	0	0	0	
L_TBL492	10	10	14	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_TBLKG5	11	10	13	1	0	2	1	0	1	1	1	1	1	1	1	1	0	0	0	
L_TBLSFP	11	10	13	1	0	1	1	1	1	1	1	1	1	2	1	0	0	0	0	
L_TBMHRT	14	11	11	3	0	1	1	1	1	1	2	1	2	1	1	2	0	0	0	
L_TBN3SY	11	8	11	3	0	2	0	1	1	1	2	2	0	1	0	1	0	0	0	
L_TBNL4H	13	10	12	1	1	1	3	1	0	1	1	1	1	1	2	1	0	0	0	
L_TBNY0C	12	10	12	2	0	2	1	0	0	1	1	1	1	1	0	2	0	1	1	
L_TBSBRK	10	8	12	2	0	1	1	1	1	2	1	0	0	0	1	2	0	0	0	
L_TBSNYK	12	10	12	2	0	2	1	1	1	1	1	1	1	1	0	2	0	0	0	
L_TBW7ZY	14	13	13	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	
L_TBXNRY	12	8	11	2	1	3	2	0	0	1	1	1	0	1	2	1	0	0	0	
L_TBYCWX	13	11	12	2	0	2	1	1	1	1	1	1	0	1	1	2	0	0	1	
L_TBZHNX	15	13	12	2	0	2	1	1	1	1	1	1	1	1	1	2	1	0	1	
L_TC108W	11	9	13	0	1	3	1	0	1	1	0	1	1	1	0	1	0	0	1	
L_TC427R	11	8	11	3	0	2	1	1	1	0	0	0	0	1	2	1	0	0	2	
L_TC49YB	12	10	12	2	0	2	1	1	1	1	0	1	1	1	2	1	0	0	0	
L_TC5MQ5	14	12	12	2	0	2	1	1	0	1	1	1	1	1	0	1	1	1	2	
L_TC5VVM	13	11	12	2	0	2	1	1	0	1	1	1	1	0	1	0	1	1	2	
L_TC6KR9	14	10	12	1	1	4	1	1	0	1	0	1	1	1	0	2	1	1	0	
L_TC7PCY	13	8	10	3	1	2	0	0	0	0	2	1	0	1	2	0	1	3	1	
L_TCCDZG	11	10	13	1	0	2	1	1	0	1	1	1	0	1	1	0	1	1	0	
L_TCG1VX	11	10	13	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	2	
L_TCG626	12	11	13	1	0	2	1	1	0	1	1	1	0	1	0	1	1	1	1	
L_TCGDP5	12	10	13	0	1	1	1	1	0	1	3	1	0	0	1	1	1	1	0	
L_TCJ3CC	12	10	12	2	0	1	1	0	1	2	1	1	0	1	0	1	1	0	2	
L_TCMTXQ	10	10	14	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	
L_TCSHP8	14	10	11	2	1	2	1	1	1	1	0	2	0	3	1	1	0	1	0	
L_TCTM4D	10	9	13	1	0	1	1	1	0	1	1	2	0	0	0	1	0	1	1	
L_TCWNLV	10	9	13	1	0	2	1	1	0	1	1	1	0	1	1	1	0	0	0	
L_TCWS19	11	10	13	1	0	2	1	1	0	1	1	1	1	1	1	1	0	0	0	
L_TCYWQZ	12	10	12	2	0	2	1	2	1	1	1	1	0	1	1	1	0	0	0	
L_TD200S	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TD2Y7K	13	12	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	1	
L_TD4MJJ	14	12	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	0	2	
L_TD5MDN	15	13	12	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	2	
L_TD5PSW	11	10	13	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	0	
L_TD6HQQ	14	10	11	2	1	2	1	1	1	1	1	1	3	0	1	2	0	0	0	
L_TDBWQ2	11	9	12	2	0	1	1	1	0	0	1	1	2	1	1	2	0	0	0	
L_TDDZ0X	10	9	13	1	0	2	1	1	1	1	1	1	0	1	1	0	0	0	0	
L_TDFJQY	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TDGZSB	11	11	14	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TDH25F	10	9	13	1	0	2	1	1	1	1	0	1	1	1	0	0	0	1	0	
L_TDHMJY	10	9	13	1	0	2	1	1	0	1	0	1	1	1	1	1	0	0	0	
L_TDLKCV	15	12	12	1	1	1	1	1	1	1	0	1	1	1	3	0	1	1	2	
L_TDMR3C	12	11	13	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	0	
L_TDNY38	15	10	11	2	1	1	1	1	1	1	1	0	0	0	1	0	2	2	4	
L_TDQ6NX	10	8	12	2	0	0	0	0	0	0	0	1	1	1	1	2	1	1	2	
